Series ID,Year,Period,Label,Value
APU0000702421,2005,M01,2005 Jan,2.677
APU0000702421,2005,M02,2005 Feb,2.744
APU0000702421,2005,M03,2005 Mar,2.759
APU0000702421,2005,M04,2005 Apr,2.662
APU0000702421,2005,M05,2005 May,2.537
APU0000702421,2005,M06,2005 Jun,2.699
APU0000702421,2005,M07,2005 Jul,2.632
APU0000702421,2005,M08,2005 Aug,2.558
APU0000702421,2005,M09,2005 Sep,2.621
APU0000702421,2005,M10,2005 Oct,2.652
APU0000702421,2005,M11,2005 Nov,2.670
APU0000702421,2005,M12,2005 Dec,2.832
APU0000702421,2006,M01,2006 Jan,2.764
APU0000702421,2006,M02,2006 Feb,2.739
APU0000702421,2006,M03,2006 Mar,2.693
APU0000702421,2006,M04,2006 Apr,2.608
APU0000702421,2006,M05,2006 May,2.797
APU0000702421,2006,M06,2006 Jun,3.021
APU0000702421,2006,M07,2006 Jul,3.074
APU0000702421,2006,M08,2006 Aug,3.091
APU0000702421,2006,M09,2006 Sep,3.041
APU0000702421,2006,M10,2006 Oct,3.012
APU0000702421,2006,M11,2006 Nov,2.851
APU0000702421,2006,M12,2006 Dec,2.913
APU0000702421,2007,M01,2007 Jan,2.868
APU0000702421,2007,M02,2007 Feb,2.645
APU0000702421,2007,M03,2007 Mar,2.678
APU0000702421,2007,M04,2007 Apr,2.681
APU0000702421,2007,M05,2007 May,2.685
APU0000702421,2007,M06,2007 Jun,2.670
APU0000702421,2007,M07,2007 Jul,2.748
APU0000702421,2007,M08,2007 Aug,2.650
APU0000702421,2007,M09,2007 Sep,2.671
APU0000702421,2007,M10,2007 Oct,2.696
APU0000702421,2007,M11,2007 Nov,2.748
APU0000702421,2007,M12,2007 Dec,2.719
APU0000702421,2008,M01,2008 Jan,2.642
APU0000702421,2008,M02,2008 Feb,2.682
APU0000702421,2008,M03,2008 Mar,2.734
APU0000702421,2008,M04,2008 Apr,2.780
APU0000702421,2008,M05,2008 May,2.870
APU0000702421,2008,M06,2008 Jun,2.875
APU0000702421,2008,M07,2008 Jul,2.993
APU0000702421,2008,M08,2008 Aug,2.902
APU0000702421,2008,M09,2008 Sep,2.950
APU0000702421,2008,M10,2008 Oct,3.026
APU0000702421,2008,M11,2008 Nov,3.112
APU0000702421,2008,M12,2008 Dec,3.048
APU0000702421,2009,M01,2009 Jan,3.114
APU0000702421,2009,M02,2009 Feb,3.035
APU0000702421,2009,M03,2009 Mar,3.056
APU0000702421,2009,M04,2009 Apr,3.135
APU0000702421,2009,M05,2009 May,3.221
APU0000702421,2009,M06,2009 Jun,3.248
APU0000702421,2009,M07,2009 Jul,3.120
APU0000702421,2009,M08,2009 Aug,3.235
APU0000702421,2009,M09,2009 Sep,3.092
APU0000702421,2009,M10,2009 Oct,3.253
APU0000702421,2009,M11,2009 Nov,3.167
APU0000702421,2009,M12,2009 Dec,3.407
APU0000702421,2010,M01,2010 Jan,3.280
APU0000702421,2010,M02,2010 Feb,3.266
APU0000702421,2010,M03,2010 Mar,3.134
APU0000702421,2010,M04,2010 Apr,3.138
APU0000702421,2010,M05,2010 May,3.271
APU0000702421,2010,M06,2010 Jun,3.295
APU0000702421,2010,M07,2010 Jul,3.173
APU0000702421,2010,M08,2010 Aug,3.230
APU0000702421,2010,M09,2010 Sep,3.217
APU0000702421,2010,M10,2010 Oct,3.231
APU0000702421,2010,M11,2010 Nov,3.347
APU0000702421,2010,M12,2010 Dec,3.442
APU0000702421,2011,M01,2011 Jan,3.298
APU0000702421,2011,M02,2011 Feb,3.123
APU0000702421,2011,M03,2011 Mar,3.219
APU0000702421,2011,M04,2011 Apr,3.288
APU0000702421,2011,M05,2011 May,3.219
APU0000702421,2011,M06,2011 Jun,3.317
APU0000702421,2011,M07,2011 Jul,3.346
APU0000702421,2011,M08,2011 Aug,3.150
APU0000702421,2011,M09,2011 Sep,3.349
APU0000702421,2011,M10,2011 Oct,3.569
APU0000702421,2011,M11,2011 Nov,3.620
APU0000702421,2011,M12,2011 Dec,3.682
APU0000702421,2012,M01,2012 Jan,3.640
APU0000702421,2012,M02,2012 Feb,3.778
APU0000702421,2012,M03,2012 Mar,3.483
APU0000702421,2012,M04,2012 Apr,3.841
APU0000702421,2012,M05,2012 May,3.689
APU0000702421,2012,M06,2012 Jun,3.729
APU0000702421,2012,M07,2012 Jul,3.640
APU0000702421,2012,M08,2012 Aug,3.374
APU0000702421,2012,M09,2012 Sep,3.346
APU0000702421,2012,M10,2012 Oct,3.595
APU0000702421,2012,M11,2012 Nov,3.755
APU0000702421,2012,M12,2012 Dec,3.617
APU0000702421,2013,M01,2013 Jan,3.728
APU0000702421,2013,M02,2013 Feb,3.625
APU0000702421,2013,M03,2013 Mar,3.774
APU0000702421,2013,M04,2013 Apr,3.729
APU0000702421,2013,M05,2013 May,3.428
APU0000702421,2013,M06,2013 Jun,3.721
APU0000702421,2013,M07,2013 Jul,3.630
APU0000702421,2013,M08,2013 Aug,3.451
APU0000702421,2013,M09,2013 Sep,3.599
APU0000702421,2013,M10,2013 Oct,3.690
APU0000702421,2013,M11,2013 Nov,3.781
APU0000702421,2013,M12,2013 Dec,3.492
APU0000702421,2014,M01,2014 Jan,3.279
APU0000702421,2014,M02,2014 Feb,3.329
APU0000702421,2014,M03,2014 Mar,3.424
APU0000702421,2014,M04,2014 Apr,3.579
APU0000702421,2014,M05,2014 May,3.391
APU0000702421,2014,M06,2014 Jun,3.324
APU0000702421,2014,M07,2014 Jul,3.456
APU0000702421,2014,M08,2014 Aug,3.375
APU0000702421,2014,M09,2014 Sep,3.333
APU0000702421,2014,M10,2014 Oct,3.295
APU0000702421,2014,M11,2014 Nov,3.641
APU0000702421,2014,M12,2014 Dec,3.498
APU0000702421,2015,M01,2015 Jan,3.428
APU0000702421,2015,M02,2015 Feb,3.477
APU0000702421,2015,M03,2015 Mar,3.486
APU0000702421,2015,M04,2015 Apr,3.335
APU0000702421,2015,M05,2015 May,3.212
APU0000702421,2015,M06,2015 Jun,3.286
APU0000702421,2015,M07,2015 Jul,3.305
APU0000702421,2015,M08,2015 Aug,3.233
APU0000702421,2015,M09,2015 Sep,3.366
APU0000702421,2015,M10,2015 Oct,3.391
APU0000702421,2015,M11,2015 Nov,3.413
APU0000702421,2015,M12,2015 Dec,3.316
APU0000702421,2016,M01,2016 Jan,3.330
APU0000702421,2016,M02,2016 Feb,3.289
APU0000702421,2016,M03,2016 Mar,3.400
APU0000702421,2016,M04,2016 Apr,3.420
APU0000702421,2016,M05,2016 May,3.423
APU0000702421,2016,M06,2016 Jun,3.320
APU0000702421,2016,M07,2016 Jul,3.217
APU0000702421,2016,M08,2016 Aug,3.219
APU0000702421,2016,M09,2016 Sep,3.300
APU0000702421,2016,M10,2016 Oct,3.470
APU0000702421,2016,M11,2016 Nov,3.366
APU0000702421,2016,M12,2016 Dec,3.409
APU0000702421,2017,M01,2017 Jan,3.397
APU0000702421,2017,M02,2017 Feb,3.390
APU0000702421,2017,M03,2017 Mar,3.346
APU0000702421,2017,M04,2017 Apr,3.404
APU0000702421,2017,M05,2017 May,3.506
APU0000702421,2017,M06,2017 Jun,3.575
APU0000702421,2017,M07,2017 Jul,3.467
APU0000702421,2017,M08,2017 Aug,3.568
APU0000702421,2017,M09,2017 Sep,3.494
APU0000702421,2017,M10,2017 Oct,3.511
APU0000702421,2017,M11,2017 Nov,3.639
APU0000702421,2017,M12,2017 Dec,3.601
APU0000702421,2018,M01,2018 Jan,3.681
APU0000702421,2018,M02,2018 Feb,3.725
APU0000702421,2018,M03,2018 Mar,3.579
APU0000702421,2018,M04,2018 Apr,3.328
APU0000702421,2018,M05,2018 May,3.400
APU0000702421,2018,M06,2018 Jun,3.490
APU0000702421,2018,M07,2018 Jul,3.481
APU0000702421,2018,M08,2018 Aug,3.351
APU0000702421,2018,M09,2018 Sep,3.451
APU0000702421,2018,M10,2018 Oct,3.456
APU0000702421,2018,M11,2018 Nov,3.527
APU0000702421,2018,M12,2018 Dec,3.527
APU0000702421,2019,M01,2019 Jan,3.466
APU0000702421,2019,M02,2019 Feb,3.516
APU0000702421,2019,M03,2019 Mar,3.311
APU0000702421,2019,M04,2019 Apr,3.426
APU0000702421,2019,M05,2019 May,3.352
APU0000702421,2019,M06,2019 Jun,3.504
APU0000702421,2019,M07,2019 Jul,3.468
APU0000702421,2019,M08,2019 Aug,3.496
APU0000702421,2019,M09,2019 Sep,3.587
APU0000702421,2019,M10,2019 Oct,3.602
APU0000702421,2019,M11,2019 Nov,3.603
APU0000702421,2019,M12,2019 Dec,3.584
APU0000702421,2020,M01,2020 Jan,3.525
APU0000702421,2020,M02,2020 Feb,3.551
APU0000702421,2020,M03,2020 Mar,3.633
APU0000702421,2020,M04,2020 Apr,3.826
APU0000702421,2020,M05,2020 May,3.617
APU0000702421,2020,M06,2020 Jun,3.717
APU0000702421,2020,M07,2020 Jul,3.696
APU0000702421,2020,M08,2020 Aug,3.769
APU0000702421,2020,M09,2020 Sep,3.659
APU0000702421,2020,M10,2020 Oct,3.848
APU0000702421,2020,M11,2020 Nov,3.767
APU0000702421,2020,M12,2020 Dec,3.793
APU0000702421,2021,M01,2021 Jan,3.669
APU0000702421,2021,M02,2021 Feb,3.800
APU0000702421,2021,M03,2021 Mar,3.964
APU0000702421,2021,M04,2021 Apr,3.939
APU0000702421,2021,M05,2021 May,4.019
APU0000702421,2021,M06,2021 Jun,4.068
APU0000702421,2021,M07,2021 Jul,4.065
APU0000702421,2021,M08,2021 Aug,4.065
APU0000702421,2021,M09,2021 Sep,3.981
APU0000702421,2021,M10,2021 Oct,3.815
APU0000702421,2021,M11,2021 Nov,3.999
APU0000702421,2021,M12,2021 Dec,4.089
APU0000702421,2022,M01,2022 Jan,4.223
APU0000702421,2022,M02,2022 Feb,4.150
APU0000702421,2022,M03,2022 Mar,4.147
APU0000702421,2022,M04,2022 Apr,4.174
APU0000702421,2022,M05,2022 May,4.505
APU0000702421,2022,M06,2022 Jun,4.567
APU0000702421,2022,M07,2022 Jul,4.654
APU0000702421,2022,M08,2022 Aug,4.676
APU0000702421,2022,M09,2022 Sep,4.796
APU0000702421,2022,M10,2022 Oct,4.869
APU0000702421,2022,M11,2022 Nov,4.942
APU0000702421,2022,M12,2022 Dec,4.974
APU0000703111,1980,M01,1980 Jan,1.821
APU0000703111,1980,M02,1980 Feb,1.843
APU0000703111,1980,M03,1980 Mar,1.855
APU0000703111,1980,M04,1980 Apr,1.818
APU0000703111,1980,M05,1980 May,1.807
APU0000703111,1980,M06,1980 Jun,1.793
APU0000703111,1980,M07,1980 Jul,1.780
APU0000703111,1980,M08,1980 Aug,1.842
APU0000703111,1980,M09,1980 Sep,1.865
APU0000703111,1980,M10,1980 Oct,1.861
APU0000703111,1980,M11,1980 Nov,1.852
APU0000703111,1980,M12,1980 Dec,1.863
APU0000703111,1981,M01,1981 Jan,1.856
APU0000703111,1981,M02,1981 Feb,1.832
APU0000703111,1981,M03,1981 Mar,1.824
APU0000703111,1981,M04,1981 Apr,1.783
APU0000703111,1981,M05,1981 May,1.783
APU0000703111,1981,M06,1981 Jun,1.781
APU0000703111,1981,M07,1981 Jul,1.764
APU0000703111,1981,M08,1981 Aug,1.795
APU0000703111,1981,M09,1981 Sep,1.817
APU0000703111,1981,M10,1981 Oct,1.798
APU0000703111,1981,M11,1981 Nov,1.807
APU0000703111,1981,M12,1981 Dec,1.806
APU0000703111,1982,M01,1982 Jan,1.794
APU0000703111,1982,M02,1982 Feb,1.799
APU0000703111,1982,M03,1982 Mar,1.767
APU0000703111,1982,M04,1982 Apr,1.769
APU0000703111,1982,M05,1982 May,1.785
APU0000703111,1982,M06,1982 Jun,1.817
APU0000703111,1982,M07,1982 Jul,1.786
APU0000703111,1982,M08,1982 Aug,1.761
APU0000703111,1982,M09,1982 Sep,1.769
APU0000703111,1982,M10,1982 Oct,1.754
APU0000703111,1982,M11,1982 Nov,1.744
APU0000703111,1982,M12,1982 Dec,1.754
APU0000703111,1983,M01,1983 Jan,1.756
APU0000703111,1983,M02,1983 Feb,1.770
APU0000703111,1983,M03,1983 Mar,1.755
APU0000703111,1983,M04,1983 Apr,1.773
APU0000703111,1983,M05,1983 May,1.778
APU0000703111,1983,M06,1983 Jun,1.767
APU0000703111,1983,M07,1983 Jul,1.721
APU0000703111,1983,M08,1983 Aug,1.715
APU0000703111,1983,M09,1983 Sep,1.692
APU0000703111,1983,M10,1983 Oct,1.686
APU0000703111,1983,M11,1983 Nov,1.680
APU0000703111,1983,M12,1983 Dec,1.675
APU0000703111,1984,M01,1984 Jan,1.721
APU0000703111,1984,M02,1984 Feb,1.739
APU0000703111,1984,M03,1984 Mar,1.751
APU0000703111,1984,M04,1984 Apr,1.750
APU0000703111,1984,M05,1984 May,1.747
APU0000703111,1984,M06,1984 Jun,1.723
APU0000703111,1984,M07,1984 Jul,1.692
APU0000703111,1984,M08,1984 Aug,1.690
APU0000703111,1984,M09,1984 Sep,1.685
APU0000703111,1984,M10,1984 Oct,1.694
APU0000703111,1984,M11,1984 Nov,1.700
APU0000703111,1984,M12,1984 Dec,1.710
APU0000703111,1985,M01,1985 Jan,1.711
APU0000703111,1985,M02,1985 Feb,1.726
APU0000703111,1985,M03,1985 Mar,1.725
APU0000703111,1985,M04,1985 Apr,1.716
APU0000703111,1985,M05,1985 May,1.687
APU0000703111,1985,M06,1985 Jun,1.668
APU0000703111,1985,M07,1985 Jul,1.651
APU0000703111,1985,M08,1985 Aug,1.640
APU0000703111,1985,M09,1985 Sep,1.642
APU0000703111,1985,M10,1985 Oct,1.617
APU0000703111,1985,M11,1985 Nov,1.668
APU0000703111,1985,M12,1985 Dec,1.684
APU0000703111,1986,M01,1986 Jan,1.662
APU0000703111,1986,M02,1986 Feb,1.663
APU0000703111,1986,M03,1986 Mar,1.656
APU0000703111,1986,M04,1986 Apr,1.627
APU0000703111,1986,M05,1986 May,1.589
APU0000703111,1986,M06,1986 Jun,1.601
APU0000703111,1986,M07,1986 Jul,1.613
APU0000703111,1986,M08,1986 Aug,1.622
APU0000703111,1986,M09,1986 Sep,1.638
APU0000703111,1986,M10,1986 Oct,1.650
APU0000703111,1986,M11,1986 Nov,1.661
APU0000703111,1986,M12,1986 Dec,1.652
APU0000703111,1987,M01,1987 Jan,1.694
APU0000703111,1987,M02,1987 Feb,1.650
APU0000703111,1987,M03,1987 Mar,1.684
APU0000703111,1987,M04,1987 Apr,1.696
APU0000703111,1987,M05,1987 May,1.698
APU0000703111,1987,M06,1987 Jun,1.714
APU0000703111,1987,M07,1987 Jul,1.710
APU0000703111,1987,M08,1987 Aug,1.716
APU0000703111,1987,M09,1987 Sep,1.717
APU0000703111,1987,M10,1987 Oct,1.711
APU0000703111,1987,M11,1987 Nov,1.745
APU0000703111,1987,M12,1987 Dec,1.751
APU0000703111,1988,M01,1988 Jan,1.736
APU0000703111,1988,M02,1988 Feb,1.742
APU0000703111,1988,M03,1988 Mar,1.750
APU0000703111,1988,M04,1988 Apr,1.745
APU0000703111,1988,M05,1988 May,1.740
APU0000703111,1988,M06,1988 Jun,1.771
APU0000703111,1988,M07,1988 Jul,1.753
APU0000703111,1988,M08,1988 Aug,1.745
APU0000703111,1988,M09,1988 Sep,1.766
APU0000703111,1988,M10,1988 Oct,1.781
APU0000703111,1988,M11,1988 Nov,1.808
APU0000703111,1988,M12,1988 Dec,1.792
APU0000703111,1989,M01,1989 Jan,1.806
APU0000703111,1989,M02,1989 Feb,1.795
APU0000703111,1989,M03,1989 Mar,1.846
APU0000703111,1989,M04,1989 Apr,1.817
APU0000703111,1989,M05,1989 May,1.817
APU0000703111,1989,M06,1989 Jun,1.798
APU0000703111,1989,M07,1989 Jul,1.807
APU0000703111,1989,M08,1989 Aug,1.820
APU0000703111,1989,M09,1989 Sep,1.825
APU0000703111,1989,M10,1989 Oct,1.839
APU0000703111,1989,M11,1989 Nov,1.868
APU0000703111,1989,M12,1989 Dec,1.880
APU0000703111,1990,M01,1990 Jan,1.907
APU0000703111,1990,M02,1990 Feb,1.952
APU0000703111,1990,M03,1990 Mar,1.941
APU0000703111,1990,M04,1990 Apr,1.969
APU0000703111,1990,M05,1990 May,1.974
APU0000703111,1990,M06,1990 Jun,1.971
APU0000703111,1990,M07,1990 Jul,1.953
APU0000703111,1990,M08,1990 Aug,1.972
APU0000703111,1990,M09,1990 Sep,1.991
APU0000703111,1990,M10,1990 Oct,1.968
APU0000703111,1990,M11,1990 Nov,1.999
APU0000703111,1990,M12,1990 Dec,2.022
APU0000703111,1991,M01,1991 Jan,1.996
APU0000703111,1991,M02,1991 Feb,1.992
APU0000703111,1991,M03,1991 Mar,1.971
APU0000703111,1991,M04,1991 Apr,1.980
APU0000703111,1991,M05,1991 May,1.988
APU0000703111,1991,M06,1991 Jun,1.987
APU0000703111,1991,M07,1991 Jul,1.960
APU0000703111,1991,M08,1991 Aug,1.970
APU0000703111,1991,M09,1991 Sep,1.950
APU0000703111,1991,M10,1991 Oct,1.942
APU0000703111,1991,M11,1991 Nov,1.949
APU0000703111,1991,M12,1991 Dec,1.932
APU0000703111,1992,M01,1992 Jan,1.926
APU0000703111,1992,M02,1992 Feb,1.932
APU0000703111,1992,M03,1992 Mar,1.972
APU0000703111,1992,M04,1992 Apr,1.949
APU0000703111,1992,M05,1992 May,1.924
APU0000703111,1992,M06,1992 Jun,1.917
APU0000703111,1992,M07,1992 Jul,1.857
APU0000703111,1992,M08,1992 Aug,1.880
APU0000703111,1992,M09,1992 Sep,1.894
APU0000703111,1992,M10,1992 Oct,1.896
APU0000703111,1992,M11,1992 Nov,1.909
APU0000703111,1992,M12,1992 Dec,1.908
APU0000703111,1993,M01,1993 Jan,1.970
APU0000703111,1993,M02,1993 Feb,1.957
APU0000703111,1993,M03,1993 Mar,1.984
APU0000703111,1993,M04,1993 Apr,2.000
APU0000703111,1993,M05,1993 May,1.975
APU0000703111,1993,M06,1993 Jun,1.933
APU0000703111,1993,M07,1993 Jul,1.945
APU0000703111,1993,M08,1993 Aug,1.911
APU0000703111,1993,M09,1993 Sep,1.886
APU0000703111,1993,M10,1993 Oct,1.913
APU0000703111,1993,M11,1993 Nov,1.922
APU0000703111,1993,M12,1993 Dec,1.907
APU0000703111,1994,M01,1994 Jan,1.892
APU0000703111,1994,M02,1994 Feb,1.882
APU0000703111,1994,M03,1994 Mar,1.904
APU0000703111,1994,M04,1994 Apr,1.872
APU0000703111,1994,M05,1994 May,1.857
APU0000703111,1994,M06,1994 Jun,1.865
APU0000703111,1994,M07,1994 Jul,1.797
APU0000703111,1994,M08,1994 Aug,1.841
APU0000703111,1994,M09,1994 Sep,1.853
APU0000703111,1994,M10,1994 Oct,1.857
APU0000703111,1994,M11,1994 Nov,1.826
APU0000703111,1994,M12,1994 Dec,1.838
APU0000703111,1995,M01,1995 Jan,1.847
APU0000703111,1995,M02,1995 Feb,1.859
APU0000703111,1995,M03,1995 Mar,1.881
APU0000703111,1995,M04,1995 Apr,1.839
APU0000703111,1995,M05,1995 May,1.866
APU0000703111,1995,M06,1995 Jun,1.821
APU0000703111,1995,M07,1995 Jul,1.798
APU0000703111,1995,M08,1995 Aug,1.818
APU0000703111,1995,M09,1995 Sep,1.776
APU0000703111,1995,M10,1995 Oct,1.853
APU0000703111,1995,M11,1995 Nov,1.846
APU0000703111,1995,M12,1995 Dec,1.850
APU0000703111,1996,M01,1996 Jan,1.799
APU0000703111,1996,M02,1996 Feb,1.796
APU0000703111,1996,M03,1996 Mar,1.764
APU0000703111,1996,M04,1996 Apr,1.808
APU0000703111,1996,M05,1996 May,1.736
APU0000703111,1996,M06,1996 Jun,1.734
APU0000703111,1996,M07,1996 Jul,1.803
APU0000703111,1996,M08,1996 Aug,1.823
APU0000703111,1996,M09,1996 Sep,1.797
APU0000703111,1996,M10,1996 Oct,1.844
APU0000703111,1996,M11,1996 Nov,1.867
APU0000703111,1996,M12,1996 Dec,1.848
APU0000703111,1997,M01,1997 Jan,1.850
APU0000703111,1997,M02,1997 Feb,1.857
APU0000703111,1997,M03,1997 Mar,1.822
APU0000703111,1997,M04,1997 Apr,1.831
APU0000703111,1997,M05,1997 May,1.854
APU0000703111,1997,M06,1997 Jun,1.848
APU0000703111,1997,M07,1997 Jul,1.802
APU0000703111,1997,M08,1997 Aug,1.841
APU0000703111,1997,M09,1997 Sep,1.844
APU0000703111,1997,M10,1997 Oct,1.847
APU0000703111,1997,M11,1997 Nov,1.851
APU0000703111,1997,M12,1997 Dec,1.811
APU0000703111,1998,M01,1998 Jan,1.818
APU0000703111,1998,M02,1998 Feb,1.798
APU0000703111,1998,M03,1998 Mar,1.842
APU0000703111,1998,M04,1998 Apr,1.841
APU0000703111,1998,M05,1998 May,1.796
APU0000703111,1998,M06,1998 Jun,1.796
APU0000703111,1998,M07,1998 Jul,1.768
APU0000703111,1998,M08,1998 Aug,1.823
APU0000703111,1998,M09,1998 Sep,1.806
APU0000703111,1998,M10,1998 Oct,1.809
APU0000703111,1998,M11,1998 Nov,1.809
APU0000703111,1998,M12,1998 Dec,1.818
APU0000703111,1999,M01,1999 Jan,1.834
APU0000703111,1999,M02,1999 Feb,1.862
APU0000703111,1999,M03,1999 Mar,1.834
APU0000703111,1999,M04,1999 Apr,1.833
APU0000703111,1999,M05,1999 May,1.812
APU0000703111,1999,M06,1999 Jun,1.815
APU0000703111,1999,M07,1999 Jul,1.810
APU0000703111,1999,M08,1999 Aug,1.826
APU0000703111,1999,M09,1999 Sep,1.852
APU0000703111,1999,M10,1999 Oct,1.866
APU0000703111,1999,M11,1999 Nov,1.863
APU0000703111,1999,M12,1999 Dec,1.882
APU0000703111,2000,M01,2000 Jan,1.903
APU0000703111,2000,M02,2000 Feb,1.894
APU0000703111,2000,M03,2000 Mar,1.911
APU0000703111,2000,M04,2000 Apr,1.925
APU0000703111,2000,M05,2000 May,1.921
APU0000703111,2000,M06,2000 Jun,1.955
APU0000703111,2000,M07,2000 Jul,1.954
APU0000703111,2000,M08,2000 Aug,1.953
APU0000703111,2000,M09,2000 Sep,1.946
APU0000703111,2000,M10,2000 Oct,1.959
APU0000703111,2000,M11,2000 Nov,1.952
APU0000703111,2000,M12,2000 Dec,1.976
APU0000703111,2001,M01,2001 Jan,2.037
APU0000703111,2001,M02,2001 Feb,2.059
APU0000703111,2001,M03,2001 Mar,2.057
APU0000703111,2001,M04,2001 Apr,2.052
APU0000703111,2001,M05,2001 May,2.113
APU0000703111,2001,M06,2001 Jun,2.157
APU0000703111,2001,M07,2001 Jul,2.114
APU0000703111,2001,M08,2001 Aug,2.101
APU0000703111,2001,M09,2001 Sep,2.150
APU0000703111,2001,M10,2001 Oct,2.132
APU0000703111,2001,M11,2001 Nov,2.143
APU0000703111,2001,M12,2001 Dec,2.161
APU0000703111,2002,M01,2002 Jan,2.152
APU0000703111,2002,M02,2002 Feb,2.214
APU0000703111,2002,M03,2002 Mar,2.196
APU0000703111,2002,M04,2002 Apr,2.097
APU0000703111,2002,M05,2002 May,2.145
APU0000703111,2002,M06,2002 Jun,2.098
APU0000703111,2002,M07,2002 Jul,2.138
APU0000703111,2002,M08,2002 Aug,2.175
APU0000703111,2002,M09,2002 Sep,2.065
APU0000703111,2002,M10,2002 Oct,2.116
APU0000703111,2002,M11,2002 Nov,2.086
APU0000703111,2002,M12,2002 Dec,2.121
APU0000703111,2003,M01,2003 Jan,2.131
APU0000703111,2003,M02,2003 Feb,2.203
APU0000703111,2003,M03,2003 Mar,2.196
APU0000703111,2003,M04,2003 Apr,2.206
APU0000703111,2003,M05,2003 May,2.191
APU0000703111,2003,M06,2003 Jun,2.239
APU0000703111,2003,M07,2003 Jul,2.194
APU0000703111,2003,M08,2003 Aug,2.220
APU0000703111,2003,M09,2003 Sep,2.286
APU0000703111,2003,M10,2003 Oct,2.350
APU0000703111,2003,M11,2003 Nov,2.491
APU0000703111,2003,M12,2003 Dec,2.621
APU0000703111,2004,M01,2004 Jan,2.585
APU0000703111,2004,M02,2004 Feb,2.558
APU0000703111,2004,M03,2004 Mar,2.473
APU0000703111,2004,M04,2004 Apr,2.486
APU0000703111,2004,M05,2004 May,2.522
APU0000703111,2004,M06,2004 Jun,2.485
APU0000703111,2004,M07,2004 Jul,2.462
APU0000703111,2004,M08,2004 Aug,2.537
APU0000703111,2004,M09,2004 Sep,2.512
APU0000703111,2004,M10,2004 Oct,2.484
APU0000703111,2004,M11,2004 Nov,2.461
APU0000703111,2004,M12,2004 Dec,2.465
APU0000703111,2005,M01,2005 Jan,2.478
APU0000703111,2005,M02,2005 Feb,2.531
APU0000703111,2005,M03,2005 Mar,2.519
APU0000703111,2005,M04,2005 Apr,2.504
APU0000703111,2005,M05,2005 May,2.572
APU0000703111,2005,M06,2005 Jun,2.542
APU0000703111,2005,M07,2005 Jul,2.541
APU0000703111,2005,M08,2005 Aug,2.502
APU0000703111,2005,M09,2005 Sep,2.535
APU0000703111,2005,M10,2005 Oct,2.564
APU0000703111,2005,M11,2005 Nov,2.568
APU0000703111,2005,M12,2005 Dec,2.606
APU0000703111,2006,M01,2006 Jan,2.607
APU0000703111,2006,M02,2006 Feb,2.556
APU0000703111,2006,M03,2006 Mar,2.568
APU0000703111,2006,M04,2006 Apr,2.599
APU0000703111,2006,M05,2006 May,2.508
APU0000703111,2006,M06,2006 Jun,2.543
APU0000703111,2006,M07,2006 Jul,2.459
APU0000703111,2006,M08,2006 Aug,2.543
APU0000703111,2006,M09,2006 Sep,2.508
APU0000703111,2006,M10,2006 Oct,2.542
APU0000703111,2006,M11,2006 Nov,2.564
APU0000703111,2006,M12,2006 Dec,2.606
APU0000703111,2007,M01,2007 Jan,2.630
APU0000703111,2007,M02,2007 Feb,2.639
APU0000703111,2007,M03,2007 Mar,2.628
APU0000703111,2007,M04,2007 Apr,2.676
APU0000703111,2007,M05,2007 May,2.766
APU0000703111,2007,M06,2007 Jun,2.739
APU0000703111,2007,M07,2007 Jul,2.734
APU0000703111,2007,M08,2007 Aug,2.695
APU0000703111,2007,M09,2007 Sep,2.744
APU0000703111,2007,M10,2007 Oct,2.705
APU0000703111,2007,M11,2007 Nov,2.738
APU0000703111,2007,M12,2007 Dec,2.702
APU0000703111,2008,M01,2008 Jan,2.725
APU0000703111,2008,M02,2008 Feb,2.791
APU0000703111,2008,M03,2008 Mar,2.832
APU0000703111,2008,M04,2008 Apr,2.829
APU0000703111,2008,M05,2008 May,2.798
APU0000703111,2008,M06,2008 Jun,2.835
APU0000703111,2008,M07,2008 Jul,2.785
APU0000703111,2008,M08,2008 Aug,2.964
APU0000703111,2008,M09,2008 Sep,2.981
APU0000703111,2008,M10,2008 Oct,2.956
APU0000703111,2008,M11,2008 Nov,2.987
APU0000703111,2008,M12,2008 Dec,2.999
APU0000703111,2009,M01,2009 Jan,2.961
APU0000703111,2009,M02,2009 Feb,3.019
APU0000703111,2009,M03,2009 Mar,2.976
APU0000703111,2009,M04,2009 Apr,2.994
APU0000703111,2009,M05,2009 May,2.876
APU0000703111,2009,M06,2009 Jun,2.873
APU0000703111,2009,M07,2009 Jul,2.800
APU0000703111,2009,M08,2009 Aug,2.843
APU0000703111,2009,M09,2009 Sep,2.782
APU0000703111,2009,M10,2009 Oct,2.785
APU0000703111,2009,M11,2009 Nov,2.797
APU0000703111,2009,M12,2009 Dec,2.828
APU0000703111,2010,M01,2010 Jan,2.825
APU0000703111,2010,M02,2010 Feb,2.881
APU0000703111,2010,M03,2010 Mar,2.824
APU0000703111,2010,M04,2010 Apr,2.890
APU0000703111,2010,M05,2010 May,2.921
APU0000703111,2010,M06,2010 Jun,2.965
APU0000703111,2010,M07,2010 Jul,2.936
APU0000703111,2010,M08,2010 Aug,2.849
APU0000703111,2010,M09,2010 Sep,2.915
APU0000703111,2010,M10,2010 Oct,2.978
