Series ID,Year,Period,Label,Value
APU000074714,1997,M01,1997 Jan,1.261
APU000074714,1997,M02,1997 Feb,1.255
APU000074714,1997,M03,1997 Mar,1.235
APU000074714,1997,M04,1997 Apr,1.231
APU000074714,1997,M05,1997 May,1.226
APU000074714,1997,M06,1997 Jun,1.229
APU000074714,1997,M07,1997 Jul,1.205
APU000074714,1997,M08,1997 Aug,1.253
APU000074714,1997,M09,1997 Sep,1.277
APU000074714,1997,M10,1997 Oct,1.242
APU000074714,1997,M11,1997 Nov,1.213
APU000074714,1997,M12,1997 Dec,1.177
APU000074714,1998,M01,1998 Jan,1.131
APU000074714,1998,M02,1998 Feb,1.082
APU000074714,1998,M03,1998 Mar,1.041
APU000074714,1998,M04,1998 Apr,1.052
APU000074714,1998,M05,1998 May,1.092
APU000074714,1998,M06,1998 Jun,1.094
APU000074714,1998,M07,1998 Jul,1.079
APU000074714,1998,M08,1998 Aug,1.052
APU000074714,1998,M09,1998 Sep,1.033
APU000074714,1998,M10,1998 Oct,1.042
APU000074714,1998,M11,1998 Nov,1.028
APU000074714,1998,M12,1998 Dec,0.986
APU000074714,1999,M01,1999 Jan,0.972
APU000074714,1999,M02,1999 Feb,0.955
APU000074714,1999,M03,1999 Mar,0.991
APU000074714,1999,M04,1999 Apr,1.177
APU000074714,1999,M05,1999 May,1.178
APU000074714,1999,M06,1999 Jun,1.148
APU000074714,1999,M07,1999 Jul,1.189
APU000074714,1999,M08,1999 Aug,1.255
APU000074714,1999,M09,1999 Sep,1.280
APU000074714,1999,M10,1999 Oct,1.274
APU000074714,1999,M11,1999 Nov,1.264
APU000074714,1999,M12,1999 Dec,1.298
APU000074714,2000,M01,2000 Jan,1.301
APU000074714,2000,M02,2000 Feb,1.369
APU000074714,2000,M03,2000 Mar,1.541
APU000074714,2000,M04,2000 Apr,1.506
APU000074714,2000,M05,2000 May,1.498
APU000074714,2000,M06,2000 Jun,1.617
APU000074714,2000,M07,2000 Jul,1.593
APU000074714,2000,M08,2000 Aug,1.510
APU000074714,2000,M09,2000 Sep,1.582
APU000074714,2000,M10,2000 Oct,1.559
APU000074714,2000,M11,2000 Nov,1.555
APU000074714,2000,M12,2000 Dec,1.489
APU000074714,2001,M01,2001 Jan,1.472
APU000074714,2001,M02,2001 Feb,1.484
APU000074714,2001,M03,2001 Mar,1.447
APU000074714,2001,M04,2001 Apr,1.564
APU000074714,2001,M05,2001 May,1.729
APU000074714,2001,M06,2001 Jun,1.640
APU000074714,2001,M07,2001 Jul,1.482
APU000074714,2001,M08,2001 Aug,1.427
APU000074714,2001,M09,2001 Sep,1.531
APU000074714,2001,M10,2001 Oct,1.362
APU000074714,2001,M11,2001 Nov,1.263
APU000074714,2001,M12,2001 Dec,1.131
APU000074714,2002,M01,2002 Jan,1.139
APU000074714,2002,M02,2002 Feb,1.130
APU000074714,2002,M03,2002 Mar,1.241
APU000074714,2002,M04,2002 Apr,1.407
APU000074714,2002,M05,2002 May,1.421
APU000074714,2002,M06,2002 Jun,1.404
APU000074714,2002,M07,2002 Jul,1.412
APU000074714,2002,M08,2002 Aug,1.423
APU000074714,2002,M09,2002 Sep,1.422
APU000074714,2002,M10,2002 Oct,1.449
APU000074714,2002,M11,2002 Nov,1.448
APU000074714,2002,M12,2002 Dec,1.394
APU000074714,2003,M01,2003 Jan,1.473
APU000074714,2003,M02,2003 Feb,1.641
APU000074714,2003,M03,2003 Mar,1.748
APU000074714,2003,M04,2003 Apr,1.659
APU000074714,2003,M05,2003 May,1.542
APU000074714,2003,M06,2003 Jun,1.514
APU000074714,2003,M07,2003 Jul,1.524
APU000074714,2003,M08,2003 Aug,1.628
APU000074714,2003,M09,2003 Sep,1.728
APU000074714,2003,M10,2003 Oct,1.603
APU000074714,2003,M11,2003 Nov,1.535
APU000074714,2003,M12,2003 Dec,1.494
APU000074714,2004,M01,2004 Jan,1.592
APU000074714,2004,M02,2004 Feb,1.672
APU000074714,2004,M03,2004 Mar,1.766
APU000074714,2004,M04,2004 Apr,1.833
APU000074714,2004,M05,2004 May,2.009
APU000074714,2004,M06,2004 Jun,2.041
APU000074714,2004,M07,2004 Jul,1.939
APU000074714,2004,M08,2004 Aug,1.898
APU000074714,2004,M09,2004 Sep,1.891
APU000074714,2004,M10,2004 Oct,2.029
APU000074714,2004,M11,2004 Nov,2.010
APU000074714,2004,M12,2004 Dec,1.882
APU000074714,2005,M01,2005 Jan,1.823
APU000074714,2005,M02,2005 Feb,1.918
APU000074714,2005,M03,2005 Mar,2.065
APU000074714,2005,M04,2005 Apr,2.283
APU000074714,2005,M05,2005 May,2.216
APU000074714,2005,M06,2005 Jun,2.176
APU000074714,2005,M07,2005 Jul,2.316
APU000074714,2005,M08,2005 Aug,2.506
APU000074714,2005,M09,2005 Sep,2.927
APU000074714,2005,M10,2005 Oct,2.785
APU000074714,2005,M11,2005 Nov,2.343
APU000074714,2005,M12,2005 Dec,2.186
APU000074714,2006,M01,2006 Jan,2.315
APU000074714,2006,M02,2006 Feb,2.310
APU000074714,2006,M03,2006 Mar,2.401
APU000074714,2006,M04,2006 Apr,2.757
APU000074714,2006,M05,2006 May,2.947
APU000074714,2006,M06,2006 Jun,2.917
APU000074714,2006,M07,2006 Jul,2.999
APU000074714,2006,M08,2006 Aug,2.985
APU000074714,2006,M09,2006 Sep,2.589
APU000074714,2006,M10,2006 Oct,2.272
APU000074714,2006,M11,2006 Nov,2.241
APU000074714,2006,M12,2006 Dec,2.334
APU000074714,2007,M01,2007 Jan,2.274
APU000074714,2007,M02,2007 Feb,2.285
APU000074714,2007,M03,2007 Mar,2.592
APU000074714,2007,M04,2007 Apr,2.860
APU000074714,2007,M05,2007 May,3.130
APU000074714,2007,M06,2007 Jun,3.052
APU000074714,2007,M07,2007 Jul,2.961
APU000074714,2007,M08,2007 Aug,2.782
APU000074714,2007,M09,2007 Sep,2.789
APU000074714,2007,M10,2007 Oct,2.793
APU000074714,2007,M11,2007 Nov,3.069
APU000074714,2007,M12,2007 Dec,3.020
APU000074714,2008,M01,2008 Jan,3.047
APU000074714,2008,M02,2008 Feb,3.033
APU000074714,2008,M03,2008 Mar,3.258
APU000074714,2008,M04,2008 Apr,3.441
APU000074714,2008,M05,2008 May,3.764
APU000074714,2008,M06,2008 Jun,4.065
APU000074714,2008,M07,2008 Jul,4.090
APU000074714,2008,M08,2008 Aug,3.786
APU000074714,2008,M09,2008 Sep,3.698
APU000074714,2008,M10,2008 Oct,3.173
APU000074714,2008,M11,2008 Nov,2.151
APU000074714,2008,M12,2008 Dec,1.689
APU000074714,2009,M01,2009 Jan,1.787
APU000074714,2009,M02,2009 Feb,1.928
APU000074714,2009,M03,2009 Mar,1.949
APU000074714,2009,M04,2009 Apr,2.056
APU000074714,2009,M05,2009 May,2.265
APU000074714,2009,M06,2009 Jun,2.631
APU000074714,2009,M07,2009 Jul,2.543
APU000074714,2009,M08,2009 Aug,2.627
APU000074714,2009,M09,2009 Sep,2.574
APU000074714,2009,M10,2009 Oct,2.561
APU000074714,2009,M11,2009 Nov,2.660
APU000074714,2009,M12,2009 Dec,2.621
APU000074714,2010,M01,2010 Jan,2.731
APU000074714,2010,M02,2010 Feb,2.659
APU000074714,2010,M03,2010 Mar,2.780
APU000074714,2010,M04,2010 Apr,2.858
APU000074714,2010,M05,2010 May,2.869
APU000074714,2010,M06,2010 Jun,2.736
APU000074714,2010,M07,2010 Jul,2.736
APU000074714,2010,M08,2010 Aug,2.745
